r0,entropy
0.001,0
0.001001,0
0.001002,0
0.001003,0
0.00100401,0
0.00100501,0
0.00100602,0
0.00100702,0
0.00100803,0
0.00100904,0
0.00101005,0
0.00101106,0
0.00101207,0
0.00101308,0
0.00101409,0
0.00101511,0
0.00101612,0
0.00101714,0
0.00101815,0
0.00101917,0
0.00102019,0
0.00102121,0
0.00102223,0
0.00102325,0
0.00102428,0
0.0010253,0
0.00102633,0
0.00102735,0
0.00102838,0
0.00102941,0
0.00103044,0
0.00103147,0
0.0010325,0
0.00103353,0
0.00103457,0
0.0010356,0
0.00103664,0
0.00103767,0
0.00103871,0
0.00103975,0
0.00104079,0
0.00104183,0
0.00104287,0
0.00104392,0
0.00104496,0
0.001046,0
0.00104705,0
0.0010481,0
0.00104915,0
0.00105019,0
0.00105124,0
0.0010523,0
0.00105335,0
0.0010544,0
0.00105546,0
0.00105651,0
0.00105757,0
0.00105863,0
0.00105968,0
0.00106074,0
0.0010618,0
0.00106287,0
0.00106393,0
0.00106499,0
0.00106606,0
0.00106712,0
0.00106819,0
0.00106926,0
0.00107033,0
0.0010714,0
0.00107247,0
0.00107354,0
0.00107462,0
0.00107569,0
0.00107677,0
0.00107784,0
0.00107892,0
0.00108,0
0.00108108,0
0.00108216,0
0.00108324,0
0.00108433,0
0.00108541,0
0.0010865,0
0.00108758,0
0.00108867,0
0.00108976,0
0.00109085,0
0.00109194,0
0.00109303,0
0.00109413,0
0.00109522,0
0.00109631,0
0.00109741,0
0.00109851,0
0.00109961,0
0.00110071,0
0.00110181,0
0.00110291,0
0.00110401,0
0.00110512,0
0.00110622,0
0.00110733,0
0.00110843,0
0.00110954,0
0.00111065,0
0.00111176,0
0.00111287,0
0.00111399,0
0.0011151,0
0.00111622,0
0.00111733,0
0.00111845,0
0.00111957,0
0.00112069,0
0.00112181,0
0.00112293,0
0.00112405,0
0.00112518,0
0.0011263,0
0.00112743,0
0.00112856,0
0.00112969,0
0.00113081,0
0.00113195,0
0.00113308,0
0.00113421,0
0.00113534,0
0.00113648,0
0.00113762,0
0.00113875,0
0.00113989,0
0.00114103,0
0.00114217,0
0.00114332,0
0.00114446,0
0.0011456,0
0.00114675,0
0.0011479,0
0.00114904,0
0.00115019,0
0.00115134,0
0.00115249,0
0.00115365,0
0.0011548,0
0.00115596,0
0.00115711,0
0.00115827,0
0.00115943,0
0.00116059,0
0.00116175,0
0.00116291,0
0.00116407,0
0.00116524,0
0.0011664,0
0.00116757,0
0.00116874,0
0.0011699,0
0.00117107,0
0.00117224,0
0.00117342,0
0.00117459,0
0.00117577,0
0.00117694,0
0.00117812,0
0.0011793,0
0.00118048,0
0.00118166,0
0.00118284,0
0.00118402,0
0.0011852,0
0.00118639,0
0.00118758,0
0.00118876,0
0.00118995,0
0.00119114,0
0.00119233,0
0.00119353,0
0.00119472,0
0.00119591,0
0.00119711,0
0.00119831,0
0.00119951,0
0.0012007,0
0.00120191,0
0.00120311,0
0.00120431,0
0.00120551,0
0.00120672,0
0.00120793,0
0.00120913,0
0.00121034,0
